
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787705395573 ;BA ;SALVADOR ;CABULA VI ;RUA TEODULO DE ALBUQUERQUE, N. 98, Apto 603, ;207.127,15;325.000,00;36.27;Não;Apartamento, 87.70 de área total, 50.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705395573
 10274607 ;BA ;SALVADOR ;STELLA MARIS ;ALAMEDA DILSON JATAHY FONSECA, N. 00, QD E, LT 16 ;790.907,05;1.241.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 819.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10274607
 1555515299213 ;BA ;SALVADOR ;SAO CAETANO ;RUA AMARGOSA, N. 171, Apto 11, ED MANNAIM ;152.955,43;240.000,00;36.27;Sim;Apartamento, 87.00 de área total, 87.00 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555515299213
 1555512878697 ;BA ;SALVADOR ;STIEP ;RUA HAROLDO SANTANA, N. SN, CASA 03 LOTE 24 QUADRA III ;205.215,20;322.000,00;36.27;Não;Casa, 87.00 de área total, 87.00 de área privativa, 204.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555512878697
 10275853 ;BA ;SALVADOR ;RIO VERMELHO ;RUA LUCAIA, N. 317, SL 404 ;360.719,89;566.000,00;36.27;Sim;Sala, 0.00 de área total, 91.48 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10275853
 1555514430375 ;BA ;SALVADOR ;RIO VERMELHO ;RUA REMANSO (ANTIGA RUA ALAGOINHAS), N. 489, Apto 502,  BL C ED MISSISSIPI VG 73 E 81 ;555.849,60;872.175,00;36.27;Sim;Apartamento, 222.00 de área total, 175.20 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555514430375
 1555514577546 ;BA ;SALVADOR ;PIRAJA ;AVENIDA 29 DE MARCO, N. 19, QD H4 ;637.314,30;1.000.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 502.74 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555514577546
 10284143 ;BA ;SALVADOR ;PITUBA ;RUA ALTINO SERBETO DE BARROS, N. 119, Apto 405 ;258.112,29;405.000,00;36.27;Não;Apartamento, 0.00 de área total, 47.20 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10284143
 8787715355728 ;BA ;SALVADOR ;PIATA ; R PASQUALE GATTO, N. 494, Apto 101, BL 11 ;214.809,47;237.000,00;9.37;Não;Apartamento, 68.20 de área total, 41.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715355728
 1555532501866 ;BA ;SALVADOR ;CABULA ;ALAMEDA HORTO BELA VISTA, N. 808, Apto 1404, TIPO A, TORRE 4 ;451.241,25;451.241,25;0.00;Não;Apartamento, 0.00 de área total, 72.48 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555532501866
 8151700019019 ;BA ;SALVADOR ;CABULA ;RUA SILVEIRA MARTINS, N. SN, Apto 402, BL 13 ;325.000,00;325.000,00;0.00;Não;Apartamento, 70.12 de área total, 70.12 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8151700019019
 1555510826568 ;BA ;SALVADOR ;ITAPUA ;RUA MANOEL LISBOA, N. 153, ;203.000,00;203.000,00;0.00;Não;Prédio, 100.00 de área total, 100.00 de área privativa, 100.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555510826568
 1555535095974 ;BA ;SALVADOR ;ITAPUA ;AVENIDA DORIVAL CAYMMI, N. 3411, Apto 602, VAGA 101 ;400.000,00;400.000,00;0.00;Não;Apartamento, 113.00 de área total, 65.43 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555535095974
 1444408032556 ;BA ;SALVADOR ;JARDIM ARMACAO ;RUA CATARINA FOGACA, N. 191, Apto 202, ;302.000,00;302.000,00;0.00;Não;Apartamento, 71.27 de área total, 55.78 de área privativa, 0.00 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408032556
 1444408820740 ;BA ;SALVADOR ;JARDIM ARMACAO ;RUA RODRIGUES DOREA, N. 699, Apto 502, VAGAS 7 E 8, COBERTAS, TIPI A DA G II ;703.000,00;703.000,00;0.00;Não;Apartamento, 167.10 de área total, 97.41 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408820740
 1444403197859 ;BA ;SALVADOR ;MATATU ;RUA LALITA COSTA, N. 340, Apto 202, ;260.000,00;260.000,00;0.00;Não;Apartamento, 73.68 de área total, 43.27 de área privativa, 0.00 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403197859
 8444405563834 ;BA ;SALVADOR ;ENGENHO VELHO DE BROTAS ;RUA PROFESSOR ALOISIO DE CARVALHO FILHO, N. SN, Apto 204, BL D ;132.000,00;132.000,00;0.00;Não;Apartamento, 51.56 de área total, 51.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405563834
 1444401103440 ;BA ;SALVADOR ;PITUACU ;RUA MARQUES DE QUELUZ, N. 72, ATUAL Nº 49 DA RUA GONCALVES CEZIMBRA ;910.000,00;910.000,00;0.00;Não;Comercial, 0.00 de área total, 230.00 de área privativa, 410.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401103440
 1444410360395 ;BA ;SALVADOR ;PITUACU ;AVENIDA PROFESSOR PINTO DE AGUIAR, N. 148, Apto 301, BLOCO 148-D ;180.100,00;180.100,00;0.00;Não;Apartamento, 65.66 de área total, 60.48 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444410360395
 1444406131859 ;BA ;SALVADOR ;STELLA MARIS ;RUA EULER DE PEREIRA CARDOSO, N. 004, QD 845 A ;326.000,00;326.000,00;0.00;Não;Casa, 0.00 de área total, 57.96 de área privativa, 57.96 de área do terreno,  2 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406131859
 1444408653844 ;BA ;SALVADOR ;STELLA MARIS ;RUA CLOVIS BEVILACQUA, N. 34, Apto 202, LT 02, QD 37, VAGA N 07, ;361.500,00;361.500,00;0.00;Não;Apartamento, 72.22 de área total, 63.00 de área privativa, 0.00 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408653844
 8787713080900 ;BA ;SALVADOR ;URUGUAI ;RUA DO URUGUAY, N. 210, Apto 103, BL 03 ;202.000,00;202.000,00;0.00;Não;Apartamento, 63.48 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713080900
 8787713084514 ;BA ;SALVADOR ;URUGUAI ;RUA DO URUGUAY, N. 210, Apto 302, BL 14, ;200.000,00;200.000,00;0.00;Não;Apartamento, 63.48 de área total, 40.53 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713084514
 1444408932255 ;BA ;SALVADOR ;NAZARE ;AVENIDA JOANA ANGELICA, N. 1542, Apto 401, ;344.600,00;344.600,00;0.00;Não;Apartamento, 91.00 de área total, 91.00 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, WC Emp, 1 sala(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408932255
 1787701798080 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 202, BL 08 ;216.110,00;216.110,00;0.00;Não;Apartamento, 64.49 de área total, 39.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701798080
 1787701945635 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 301, BL10 ;225.000,00;225.000,00;0.00;Não;Apartamento, 0.00 de área total, 41.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701945635
 1787702460996 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 206, BL 16, ;216.110,00;216.110,00;0.00;Não;Apartamento, 64.49 de área total, 39.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702460996
 1787702659253 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 708, BL 19 ;253.000,00;253.000,00;0.00;Não;Apartamento, 68.21 de área total, 41.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702659253
 8787711699805 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 506, BL 03 ;201.000,00;201.000,00;0.00;Não;Apartamento, 64.48 de área total, 39.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711699805
 8787712013842 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 404, BL 06, ;225.000,00;225.000,00;0.00;Não;Apartamento, 68.22 de área total, 41.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712013842
 8787713500585 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 201, BL 08 ;204.000,00;204.000,00;0.00;Não;Apartamento, 68.22 de área total, 41.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713500585
 8787717740840 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 602, BL 16 ;227.000,00;227.000,00;0.00;Não;Apartamento, 64.48 de área total, 39.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717740840
 8787707709664 ;BA ;SALVADOR ;JARDIM DAS MARGARIDAS ;RODOVIA BA-526, N. 1632, Apto 403, BL 16, VG 127 ;214.000,00;214.000,00;0.00;Não;Apartamento, 0.00 de área total, 41.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707709664
 8787706728770 ;BA ;SALVADOR ;AREIA BRANCA ;RUA DIRETA DO CAPELAO, N. 380, Apto 204, BL 03 VG 205 ;188.000,00;188.000,00;0.00;Não;Apartamento, 61.31 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706728770
 8787707775454 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER SALVADOR, N. 156, Apto 104, BL 19 ;138.000,00;138.000,00;0.00;Não;Apartamento, 72.28 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707775454
 8787712041340 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER SALVADOR, N. 602, Apto 001, BL 10 ;127.000,00;127.000,00;0.00;Não;Apartamento, 69.89 de área total, 40.53 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712041340
 8787712174684 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER AREIA BRANCA, N. 65, Apto 004, BL 13 ;136.000,00;136.000,00;0.00;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712174684
 8787712180323 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER AREIA BRANCA, N. 168, Apto 203, BL 14 ;151.000,00;151.000,00;0.00;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712180323
 8787713217689 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER AREIA BRANCA, N. 65, Apto 102, BL 13 ;135.000,00;135.000,00;0.00;Não;Apartamento, 69.89 de área total, 40.53 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713217689
 8787718668522 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 502, BL 20 ;222.234,16;220.000,00;0.00;Não;Apartamento, 64.49 de área total, 39.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718668522
 1787702578792 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 701, BL 20 ;234.836,80;225.000,00;0.00;Não;Apartamento, 0.00 de área total, 41.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702578792
 8444408722887 ;BA ;SALVADOR ;BARREIRAS ;RUA CAMPO SECO, N. 147C, Apto 301, BL D-27 ;137.449,13;130.000,00;0.00;Não;Apartamento, 51.24 de área total, 47.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408722887
 8787708701128 ;BA ;SALVADOR ;AREIA BRANCA ;RUA 2 DE JULHO, N. 924, Apto 102, BL 20 ;132.882,56;125.000,00;0.00;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708701128
 1444402588226 ;BA ;SALVADOR ;STELLA MARIS ;ALAMEDA PRAIA DE TAMBAU, N. 778, UN 07 PAV TERREO LT34 QD D LTSEPER CLU ;706.610,79;647.597,51;0.00;Não;Casa, 87.95 de área total, 79.65 de área privativa, 154.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402588226
 1555509656778 ;BA ;SALVADOR ;BROTAS ;RUA RODOLFO PIMENTEL, N. 221, Apto 302, VAGAS N 47 E 60 ;413.507,00;371.000,00;0.00;Não;Apartamento, 142.99 de área total, 81.27 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555509656778
 8787710444293 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER SALVADOR, N. 350, Apto 102, BL 18 ;134.926,53;120.763,98;0.00;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710444293
 8787717737741 ;BA ;SALVADOR ;DOM AVELAR ;RUA DOS FRANCISCANOS, N. 96, Apto 1007, BL 1 ;200.971,40;179.002,12;0.00;Não;Apartamento, 66.79 de área total, 38.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717737741
 1787701232841 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 407, BL 001 ;190.958,29;170.000,00;0.00;Não;Apartamento, 64.48 de área total, 39.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701232841
 8787711056335 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 607, BL 03 ;190.958,29;170.000,00;0.00;Não;Apartamento, 64.47 de área total, 39.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711056335
 8787713381640 ;BA ;SALVADOR ;FAZENDA GRANDE I ;RUA VEREADOR ZEZEU RIBEIRO, N. 613, Apto 402, BL 05 ;144.872,50;128.500,00;0.00;Não;Apartamento, 91.87 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713381640
 8787715046105 ;BA ;SALVADOR ;BOCA DA MATA ;RUA VEREADOR ZEZEU RIBEIRO, N. 613, Apto 001, BL 07 ;136.194,20;119.000,00;0.00;Não;Apartamento, 91.87 de área total, 40.53 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715046105
 8787708684703 ;BA ;SALVADOR ;NOVA BRASILIA ;AVENIDA ALIOMAR BALEEIRO, N. 7835, Apto 604, BLOCO 01 ;162.079,86;140.000,00;0.00;Não;Apartamento, 0.00 de área total, 41.89 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708684703
 8787713363146 ;BA ;SALVADOR ;AREIA BRANCA ;RUA DIRETA DO CAPELAO, N. 380, Apto 101, TIPO 06 BL 13 VG 61 ;185.676,64;160.000,00;0.00;Não;Apartamento, 0.00 de área total, 45.91 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713363146
 1555518179723 ;BA ;SALVADOR ;STELLA MARIS ;RUA GODOFREDO FILHO, N. 171, CS 03 VILLA SANTORINI ;796.326,43;680.000,00;0.00;Não;Casa, 0.00 de área total, 157.96 de área privativa, 183.62 de área do terreno,  4 qto(s), WC, WC Emp, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555518179723
 1444406498868 ;BA ;SALVADOR ;PERNAMBUES ;RUA POTIRAGUA, N. 41, Apto 201, ;228.493,33;194.000,00;0.00;Não;Apartamento, 66.00 de área total, 66.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406498868
 8787715603845 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER AREIA BRANCA, N. 155, Apto 204, BL 18  PAV 03 ;146.152,40;123.000,00;0.00;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715603845
 1444404898702 ;BA ;SALVADOR ;ITAPUA ;RUA PROFESSOR SOUZA BRITO, N. 967, CS 16 ;554.637,59;460.000,00;0.00;Não;Casa, 146.09 de área total, 112.17 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404898702
 1787702205198 ;BA ;SALVADOR ;CABULA ;RUA SILVEIRA MARTINS, N. 2811, Apto 205, TIPO D BL B ;394.202,88;319.000,00;0.00;Não;Apartamento, 105.46 de área total, 55.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702205198
 8787702108379 ;BA ;SALVADOR ;ITAPUA ; R ENCONTRO DAS ARVORES, N. 365, Apto 204, BL 10 ;185.382,83;150.000,00;0.00;Não;Apartamento, 84.74 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702108379
 8787719528015 ;BA ;SALVADOR ;PIATA ;RUA PASQUALE GATTO, N. 494, Apto 007, BL 19 ;217.281,51;170.000,00;0.00;Não;Apartamento, 64.49 de área total, 39.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719528015
 1444406823963 ;BA ;SALVADOR ;BROTAS ;AVENIDA DOM JOAO VI, N. 800, Apto 1602, TR B VG 96 / 97 ;865.447,68;675.000,00;0.00;Não;Apartamento, 0.00 de área total, 108.82 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406823963
 8787711105999 ;BA ;SALVADOR ;IAPI ;RUA PROFESSOR MOURA BASTOS, N. 216, Apto 503, BL 2 ;196.916,44;150.000,00;0.00;Não;Apartamento, 61.76 de área total, 39.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711105999
 8787715647915 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER AREIA BRANCA, N. 155, Apto 304, BL 18 ;159.673,70;120.000,00;0.00;Não;Apartamento, 69.57 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715647915
