id_imovel,uf,cidade,bairro,endereco,cep,tipo_imovel,quartos,area_m2,preco_venda,valor_avaliacao,desconto_pct,modalidade,descricao,url_detalhe,url_foto,link, 10005121 ,AC ,CRUZEIRO DO SUL ,BAIRRO COHAB ,"RUA DO PURUS, N. S/N, QUARTEIRÃO 272 LOTE 11 ","67.957,93","150.000,00",54.70,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10005121,UF_origem,"	var __uzdbm_2 = ""MTVjODFhNzYtYzRvMy00MzM2LWI5MWYtM2JhNzY4OTNjZTk4JDEzNS4yMzIuMjAxLjI0MA==""",Unnamed: 1,"	var __uzdbm_2 = ""MzIyMzcwMzctYzRvMy00NzkwLThiOWQtOGE0ZTZjOGVmNjcwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTQxZjk3NmEtYzRvMy00ZWM4LWJiNWEtMjNhMzQ3MDAyZjAyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YTc4Yjc0OGEtYzRvMy00MzI2LTliYTAtMTVlYjczZWM4OGIyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGZmZmFjOGYtYzRvMy00YTFmLTgyMGYtM2M0YmM1ODlhMDkxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NmI1NDBkZGQtYzRvMy00ZTA3LTliNmUtYjljZTFjYzQ3MDQ2JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ODJkOTFkYzMtYzRvMy00NDE1LTlmMGQtZmJjZDcxNmQwZTA5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NjcwYWJiNDMtYzRvMy00NWJlLWFmZTMtODhiMDMxZDRhMmYxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTlmZTg4MjItYzRvMy00MzVhLWE3MDMtYjNhYjBmOWNlMmRlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzQ4N2ZjYTgtYzRvMy00NjY0LWE4M2EtOGI5NTRmYjY4MzAwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTU5YmVmY2YtYzRvMy00YmZmLWEyMzYtNTZhMjg0ZjBlN2E4JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTc2MzZjNDEtYzRvMy00ODE4LWE0Y2UtZGJhNmI3NmM1ZmJmJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzZkNTdiY2ItYzRvMy00NzUwLWJjMTEtNTc0OTk2MmZlMjE0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MmRjNzgzMzAtYzRvMy00ZGU3LTlmMzItOGE4MzJiOGYyNDYwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NWI2OGE3NGUtYzRvMy00MDBhLThiYTItNWI5ZTkxY2Q2NTQyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""OWIwYjc0OTQtYzRvMy00ZmIwLWEyNTctZTVjY2RhMDY5NzI3JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YzAwYmVkNDUtYzRvMy00MDc4LWIxOGQtNTRiZmRkNzA1YmNlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDhlZjA4MDgtYzRvMy00MjAzLTk5MjctY2FmMmQ5MmFlZmU5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NDY4ZTllZDUtYzRvMy00NjFlLWJkZWYtYTc3YTYyMGIyYThjJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWVkZDVmODktYzRvMy00MTM5LThkODctYjZhNjViMWU1NmMwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGY5YmIzNjgtYzRvMy00MTRjLTk3MTYtM2M0Yjc2NjVkNGMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZGNlOWU2NzUtYzRvMy00MTNkLThkN2UtMjgxZjk2M2YxMTc0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""Y2RjY2Q2M2EtYzRvMy00OTE5LTg1NmItODg4Y2ZjZDViNjMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDJkZmY4MWMtYzRvMy00N2M1LTkxMDYtZjhlZGVlMTUzZjY5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWRhYzBhYTItYzRvMy00ZTExLWJhZGEtODJmNWJkMmY2NmUxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NGFjNDRkYmYtYzRvMy00MWY2LWEyMDQtMjdkZDhlZjBjZTU2JDEzNS4yMzIuMjAxLjI0MA==""",desconto
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,      </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,          <center>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"            <input class=""swithButton"" title=""Accessibility"" type=""image""",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"              src=""https://captcha.perfdrive.com/captcha-public//images/audio_button.png"" alt=""Submit"" id=""showReCap"" value=""Click me""",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"              aria-label=""Clique aqui para o desafio captcha com opÃ§Ã£o de acessibilidade""",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"            <div class=""h-captcha"" data-sitekey=""ae73173b-7003-44e0-bc87-654d0dab8b75""",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"              data-open-callback=""hOpenRad"" data-callback=""hSolvedRad""></div><br>",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"              <br><input type=""submit"" class=""btn btn-success btn-sm"" Value=""Submit""><br>",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,            </center>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,          </form>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,        </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"            <div id=""reCapWidget"" class=""reCapWidget-recaptcha""></div>",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,"><br><input type=submit"" class=""btn btn-success btn-sm"" Value=""Submit""",,,,,,,,,,,,"              <center style=""margin-top: -13%",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,      </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"    <div class=""btn-group"" style=""padding: 16px"">",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,  </div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"<div id=""Radware Bot Manager CAPTCHA"" style=""visibility: hidden"">",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,  <h1>NÃÆO REMOVER</h1>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,<script>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"  var div1 = document.getElementById('hCap'),",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    div2 = document.getElementById('reCap'),,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,  function switchVisible() {,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    if (!div1) return,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    if (getComputedStyle(div1).display == 'block') {,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,      div1.style.display = 'none',,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,      div2.style.display = 'block',,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    },,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,  },,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"  document.getElementById('showReCap').addEventListener('click', switchVisible)",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</script>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"<!-- To avoid hCaptcha backward compatability for recapctha , using explicit recpatcha logic-->",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,<script>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,  var onloadCallback = function () {,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"    widgetId2 = grecaptcha.render(document.getElementById('reCapWidget'), {",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"      'sitekey': ""6LeH3loUAAAAAI_m15sXabjr8-Iqj2yI3F3JeK8X"",",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,      'type': 'audio',,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,    }),,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,  },,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</script>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"<script src=""https://www.google.com/recaptcha/api.js?onload=onloadCallback&render=explicit&&hl=pt"" async defer></script>",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"<div id=""custom_footer"" class=""footer"">",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,"  <p id=""second_line"">VocÃª chegou a esta pÃ¡gina enquanto tentava acessar",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,," Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 </p>",,,,,,,,,,,,"    https://venda-imoveis.caixa.gov.br/listaweb/Lista_imoveis_PA.csv 135.232.201.240    April 23 2026, 19:31:30 UTC Mozilla/5.0 (Macintosh",,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,,,,,,,,</div>,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"	(function(w, d, e, u, c, g, a, b){",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"		w[""SSJSConnectorObj""] = w[""SSJSConnectorObj""] || {ss_cid : c, domain_info: g}",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,		a = d.createElement(e),,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,		a.async = true,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,		a.src = u,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,		b = d.getElementsByTagName(e)[0],,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"		b.parentNode.insertBefore(a, b)",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"	})(window,document,""script"",""https://cdn.perfdrive.com/aperture/aperture.js"",""b8c3"",""auto"")",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,</script>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"<script type=""text/javascript"">",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,</script>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,</head>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,<style>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .back-color {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background: #346dab,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .card {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    transition: 0.3s,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    width: 100%,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background: white,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .card-in {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    transition: 0.3s,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background-color: #eff4f5,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    margin: 16px,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background: white,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .card:hover {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    box-shadow: 0 8px 16px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .container {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    padding: 2px 16px,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .btn-group button {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background-color: #92acd0,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    border: 1px solid #92acd0,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    color: white,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    padding: 10px 24px,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    cursor: pointer,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    float: left,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .btn-group:after {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    content: """"",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    clear: both,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    display: table,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .btn-group button:not(:last-child) {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    border-right: none,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .btn-group button:hover {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background-color: #3e8e41,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .swithButton {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    width: 32px,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    height: 32px,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    transition: all ease-in-out 0.2s,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    cursor: pointer,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    box-shadow: rgba(0, 0, 0, 0.25) 0px 54px 55px, rgba(0, 0, 0, 0.12) 0px -12px 30px, rgba(0, 0, 0, 0.12) 0px 4px 6px, rgba(0, 0, 0, 0.17) 0px 12px 13px, rgba(0, 0, 0, 0.09) 0px -3px 5px",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    border-radius: 7px,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  .swithButton:hover {,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    border: 1px solid #888,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    background-color: #ddd,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,  },,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,</style>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"<div class=""container"">",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"  <div class=""card div-top"">",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    <div style=""text-align: center"">",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"      <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/logo.png"" alt=""Avatar""",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,," margin-top: 16px"">",,,,,,,,,,,,,"        style=""width:15%",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    </div>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"    <div class=""container"" style=""text-align: center"">",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"      <h4 style=""color: #0f66ae""><b>Caixa EconÃ´mica Federal</b></h4>",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    </div>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,      <div>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"        <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/cadeado.png"" alt=""Avatar""",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,        <h5>Toque no quadro abaixo para poder verificar que vocÃª nÃ£o Ã© robÃ´.</h5>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,      </div>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,    </div>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,          <center>,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"            <input class=""swithButton"" title=""Accessibility"" type=""image""",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"              src=""https://captcha.perfdrive.com/captcha-public//images/audio_button.png"" alt=""Submit"" id=""showReCap"" value=""Click me""",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"              aria-label=""Clique aqui para o desafio captcha com opÃ§Ã£o de acessibilidade""",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"            <div class=""h-captcha"" data-sitekey=""ae73173b-7003-44e0-bc87-654d0dab8b75""",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"              data-open-callback=""hOpenRad"" data-callback=""hSolvedRad""></div><br>",,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,PB,,,,,,,,,,,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,
